id,sinif,mezmun_xetti,standart_kodu,standart_metni,alt_standart_kodu,alt_standart_metni,yaradilma_tarixi,pisa_seviyyesi,pirls_kateqoriya,bloom_seviyyesi,kod
256,7,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,7-4.2.4,"Cümlədəki fikrin ifadə olunmasında cümlə üzvlərinin, qrammatik bağlı olmayan sözlərin rolunu müəyyən edir.",2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VII_4.2.4
257,7,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,7-4.2.5,Sual və nida cümlələrinin yaranma yollarını müəyyən edir.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VII_4.2.5
258,7,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,7-4.3.1,Xitab və ara sözlərdə durğu işarələrindən yerində istifadə edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VII_4.3.1
259,7,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,7-4.3.2,Həmcins cümlə üzvlərində vergül işarəsindən yerində istifadə edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VII_4.3.2
260,7,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,7-4.4.1,Sözün morfoloji tərkibindən çıxış edərək mənasını müəyyənləşdirir və lüğət vasitəsilə dəqiqləşdirir.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VII_4.4.1
261,7,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,7-4.4.2,"Sözü izah etmək üçün anlayışın xüsusiyyətlərini sadalayır, hiperonim, sinonim və antonimlerdən istifadə edir.",2026-03-17 19:59:43.623487,3,şərh etmə,tətbiq etmək,Az_dili_VII_4.4.2
262,7,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,7-4.4.3,Bədii mətnlərdə sadə məcazları və üslubi fiqurları müəyyən edir.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VII_4.4.3
263,7,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,7-1.1.1,Dinlədiyi mətnin planını götürdüyü qeydləri yarımbaşlıqlar üzrə qruplaşdırır.,2026-03-17 19:59:43.623487,3,məlumat alma,təhlil etmək,Az_dili_VII_1.1.1
264,7,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,7-1.1.2,Dinlədiyi mətndəki fakt və fikirləri ümumi müəyyənləşdirir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VII_1.1.2
265,7,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,7-1.1.3,Digər fənlər üzrə əldə etdiyi məlumatlardan bilgilərlə müqayisə edilməsi.,2026-03-17 19:59:43.623487,3,inteqrasiya,təhlil etmək,Az_dili_VII_1.1.3
266,7,Dinləmə və danışma,1.2,Dialoji nitq: Müzakirə və debatlarda iştirak edir.,7-1.2.1,Müzakirə və debatlarda təyin olunmuş formata əməl edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VII_1.2.1
267,7,Dinləmə və danışma,1.2,Dialoji nitq: Müzakirə və debatlarda iştirak edir.,7-1.2.2,Müzakirə və debatlarda qarşı tərəfin fikrinə münasibətini ifadə etmək üçün arqument və əks-arqumentlər gətirir.,2026-03-17 19:59:43.623487,3,qiymətləndirmə,qiymətləndirmək,Az_dili_VII_1.2.2
268,7,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,7-1.3.1,Şəkil və qrafik informasiya üzrə mətn qurub nəql edir.,2026-03-17 19:59:43.623487,3,inteqrasiya,tətbiq etmək,Az_dili_VII_1.3.1
269,7,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,7-1.3.2,"Mövzu üzrə əldə edilən məlumatları açar sözlər, tezislər şəklində qeyd etmək və onların əsasında mətn qurub danışmaq.",2026-03-17 19:59:43.623487,3,inteqrasiya,tətbiq etmək,Az_dili_VII_1.3.2
270,7,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,7-1.4.1,Müzakirə və debatlarda çıxışı zamanı uyğun standart ifadələrdən və ara sözlərdən istifadə edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VII_1.4.1
271,7,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,7-1.4.2,"Danışarkən məzmuna uyğun intonasiya, jest və mimikadan istifadə edir.",2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VII_1.4.2
272,7,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,7-2.1.1,Qeyd götürməklə mətndəki əsas və ikincidərəcəli faktları müəyyən edir.,2026-03-17 19:59:43.623487,3,məlumat alma,təhlil etmək,Az_dili_VII_2.1.1
273,7,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,7-2.1.2,"Kontekstdən (söz birləşməsi, cümlə, abzas, mətn) çıxış edərək tanış olmayan sözün mənasını müəyyən edir.",2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VII_2.1.2
274,7,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,7-2.2.1,Mətnin ideyasının açılmasında obrazların və əsas epizodun rolunu müəyyən edir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VII_2.2.1
275,7,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,7-2.2.2,Mətndəki hadisə və faktları əlaqələndirərək açıq şəkildə ifadə olunmamış informasiyanın əldə edilməsi.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VII_2.2.2
276,7,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,7-2.3.1,Mətnin ideyasının açılmasında xarakterlərin rolunu izah edir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VII_2.3.1
277,7,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,7-2.3.2,Mətndə faktlara əsaslanaraq müəllif mövqeyinə münasibətin bildirilməsi.,2026-03-17 19:59:43.623487,4,qiymətləndirmə,qiymətləndirmək,Az_dili_VII_2.3.2
278,7,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,7-2.3.3,Bədii və qeyri-bədii mətnlərin struktur elementlərinin ümumi məzmuna təsirini izah edir.,2026-03-17 19:59:43.623487,3,şərh etmə,təhlil etmək,Az_dili_VII_2.3.3
279,7,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,7-2.3.4,Mətni dil-üslub xüsusiyyətlərinə görə təhlil edir.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VII_2.3.4
280,7,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,7-2.3.5,Oxuduğu bədii mətni eyni mövzuda olan qeyri-bədii mətnlə müqayisə edir.,2026-03-17 19:59:43.623487,4,qiymətləndirmə,təhlil etmək,Az_dili_VII_2.3.5
281,7,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,7-2.3.6,Mətnin məzmununa yaradıcı yanaşmaqla süjetdə dəyişikliklər edir.,2026-03-17 19:59:43.623487,4,qiymətləndirmə,yaratmaq,Az_dili_VII_2.3.6
282,7,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,7-3.1.1,Mətnin növündən asılı olaraq yazısında fikir və məlumatların ardıcıllığına riayət edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VII_3.1.1
283,7,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,7-3.1.2,Yazısında ədəbi dilin normalarına riayət edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VII_3.1.2
284,7,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,7-3.2.1,Tanış olduğu məlumatlar əsasında informativ və izahedici mətnlər yazır.,2026-03-17 19:59:43.623487,3,inteqrasiya,tətbiq etmək,Az_dili_VII_3.2.1
285,7,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,7-3.2.2,Mövzu ilə bağlı fikirlərini arqumentləşdirməklə mətnlər yazır.,2026-03-17 19:59:43.623487,4,qiymətləndirmə,yaratmaq,Az_dili_VII_3.2.2
286,7,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,7-3.2.3,Sadə direktiv xarakterli mətnlər tərtib edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VII_3.2.3
287,7,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,7-3.2.4,Mənbələrdən istifadə etməklə mövzunu müxtəlif aspektlərdən araşdırır və tezislər şəklində təqdim edir.,2026-03-17 19:59:43.623487,4,inteqrasiya,yaratmaq,Az_dili_VII_3.2.4
288,8,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,8-4.1.1,Bəzi alınma sözlərdə və uzun saitli sözlərdə vurğulu hecanın fərqləndirilməsi.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VIII_4.1.1
289,8,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,8-4.1.2,Mürəkkəb adların böyük hərflə yazılışı qaydalarına riayət edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VIII_4.1.2
290,8,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,8-4.1.3,Açıq saitle bitən çoxhecalı feillərə y bitişdirici samiti ilə başlayan qrammatik şəkilçilər artırdıqda həmin saitlərin qapalı saitə çevrilməsi qaydasına əməl edilməsi.,2026-03-17 19:59:43.623487,4,şərh etmə,tətbiq etmək,Az_dili_VIII_4.1.3
420,11,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,11-1.1.2,Dinlədiyi mətndəki fikirlərlə arqument və faktlar arasındakı əlaqəni izah edir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_XI_1.1.2
291,8,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,8-4.1.4,İzafət tərkiblərinin yazılış qaydalarına əməl edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VIII_4.1.4
292,8,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,8-4.1.5,"Sözlərdə idi, imiş hissəciklərinin deyilişi və yazılışı qaydalarına əməl edir.",2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VIII_4.1.5
293,8,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,8-4.2.1,Kontekstdən çıxış edərək əsas nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,2026-03-17 19:59:43.623487,4,şərh etmə,anlamaq,Az_dili_VIII_4.2.1
294,8,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,8-4.2.2,"İdi, imiş hissəciklərinin qoşulduğu feillərin semantik mənasını müəyyən edir.",2026-03-17 19:59:43.623487,4,şərh etmə,anlamaq,Az_dili_VIII_4.2.2
295,8,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,8-4.2.3,Cümlədə söz birləşmələrini və onların sintaktik funksiyasını müəyyən edir.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VIII_4.2.3
296,8,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,8-4.2.4,Cümlədə sözlər arasında sintaktik əlaqədən çıxış edərək sözlərin qrammatik formasının müəyyən edilməsi.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VIII_4.2.4
297,8,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,8-4.2.5,Tabeli müstəqil komponentin komponentləri arasında məna əlaqələrini müəyyən edir.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VIII_4.2.5
298,8,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,8-4.3.1,Aydınlaşdırma əlaqəli mürəkkəb cümlədə durğu işarələrindən yerində istifadə edir.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_VIII_4.3.1
299,8,Dil qaydaları,4.3,Punktuasiya: Yazıda punktuasiya qaydalarına əməl edir.,8-4.3.2,"Nöqtə, üç nöqtə, sual və nida işarələrinin işlənmə məqamlarını fərqləndirir.",2026-03-17 19:59:43.623487,4,şərh etmə,anlamaq,Az_dili_VIII_4.3.2
300,8,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,8-4.4.1,Sözün morfoloji tərkibindən çıxış edərək mənasını müəyyənləşdirir və lüğət vasitəsilə dəqiqləşdirir.,2026-03-17 19:59:43.623487,4,şərh etmə,anlamaq,Az_dili_VIII_4.4.1
301,8,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,8-4.4.2,Hiperonimin köməyi ilə sözü izah edərkən uyğun sintaktik konstruksiyadan istifadə edir.,2026-03-17 19:59:43.623487,4,şərh etmə,tətbiq etmək,Az_dili_VIII_4.4.2
302,8,Dil qaydaları,4.4,Leksika: Sözlərin mənalarını anladığını nümayiş etdirir.,8-4.4.3,"Bədii mətnlərdə metonimiya, metafor, sinekdoxa kimi bədii təsvir vasitələrinin fərqləndirilməsi.",2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VIII_4.4.3
303,8,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,8-1.1.1,Dinlədiyi mətndən götürdüyü qeydləri qrafik vasitələrlə görsəlləşdirir.,2026-03-17 19:59:43.623487,3,inteqrasiya,tətbiq etmək,Az_dili_VIII_1.1.1
304,8,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,8-1.1.2,Dinlədiyi mətndəki fakt və fikirləri ümumiləşdirərək nəticə çıxarır.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VIII_1.1.2
305,8,Dinləmə və danışma,1.1,Dinləyib-qavrama: Dinlədiyi məlumatı qavrayır və şərh edir.,8-1.1.3,Bildiyi faktlardan istifadə etməklə arqumentativ və polemik mətndə müəllif mövqeyinə münasibət bildirir.,2026-03-17 19:59:43.623487,4,qiymətləndirmə,qiymətləndirmək,Az_dili_VIII_1.1.3
306,8,Dinləmə və danışma,1.2,Dialoji nitq: Müzakirə və debatlarda iştirak edir.,8-1.2.1,Müzakirə və debatlarda təyin olunmuş formata və reqlamentə əməl edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VIII_1.2.1
307,8,Dinləmə və danışma,1.2,Dialoji nitq: Müzakirə və debatlarda iştirak edir.,8-1.2.2,Müzakirədə səslənən müxtəlif fikirləri yığcam şəkildə ümumiləşdirir və münasibət bildirir.,2026-03-17 19:59:43.623487,4,qiymətləndirmə,qiymətləndirmək,Az_dili_VIII_1.2.2
308,8,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,8-1.3.1,Oxuduğu və dinlədiyi eyni mövzuda məlumatları ümumiləşdirərək mətn qurub danışır.,2026-03-17 19:59:43.623487,4,inteqrasiya,yaratmaq,Az_dili_VIII_1.3.1
335,9,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,9-4.2.2,"İsə, ikən sözlərinin semantik mənasını müəyyən edir.",2026-03-17 19:59:43.623487,4,şərh etmə,anlamaq,Az_dili_IX_4.2.2
309,8,Dinləmə və danışma,1.3,Rabitəli nitq: Hər hansı mövzuda danışarkən rabitəli nitq nümayiş etdirir.,8-1.3.2,Mövzu üzrə araşdırdığı məlumat və fikirləri çatdırmaq üçün müvafiq təqdimetmə formasından istifadə edir.,2026-03-17 19:59:43.623487,4,inteqrasiya,tətbiq etmək,Az_dili_VIII_1.3.2
310,8,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,8-1.4.1,Şifahi nitqində orfoepiya normalarına riayət edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VIII_1.4.1
311,8,Dinləmə və danışma,1.4,Ədəbi dilin normaları və ekspressiv nitq: Danışarkən ədəbi dilin normalarına əməl edir və ekspressiv nitq nümayiş etdirir.,8-1.4.2,"Danışarkən məzmuna uyğun intonasiya, jest, mimikadan istifadə edir, göz təması qurur.",2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VIII_1.4.2
312,8,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,8-2.1.1,Mətndən götürülən qeydlər əsasında yaddaş xəritəsinin tərtib edilməsi.,2026-03-17 19:59:43.623487,3,inteqrasiya,tətbiq etmək,Az_dili_VIII_2.1.1
313,8,Oxu,2.1,Faktoloji qavrama: Mətndə açıq şəkildə ifadə olunmuş informasiyanı mənimsədiyini nümayiş etdirir.,8-2.1.2,Kontekstdən çıxış edərək söz və ifadələrin (frazemlərin) mənasını müəyyən edir.,2026-03-17 19:59:43.623487,3,şərh etmə,anlamaq,Az_dili_VIII_2.1.2
314,8,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,8-2.2.1,Mətndə irəli sürülən fikri əsaslandıran arqumentləri müəyyən edir.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VIII_2.2.1
315,8,Oxu,2.2,Şərhetmə və əlaqələndirmə: Mətndə açıq şəkildə ifadə olunmayan informasiya haqqında fikir yürüdür.,8-2.2.2,Mətndəki məlumatlardan çıxış edərək sətiraltı fikir və informasiyanı izah edir.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VIII_2.2.2
316,8,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,8-2.3.1,Mətnin ideyasını müəyyənləşdirərkən obrazların davranışını və müəllif mövqeyini nəzərə alır.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VIII_2.3.1
317,8,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,8-2.3.2,Oxuduğu mətndəki məlumatları digər fənlərdən əldə etdiyi biliklərlə müqayisə edərək əsas fikrə münasibət bildirir.,2026-03-17 19:59:43.623487,4,inteqrasiya,qiymətləndirmək,Az_dili_VIII_2.3.2
318,8,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,8-2.3.3,Mətnin növündən və tipindən asılı olaraq məzmunun açılmasında struktur elementlərinin rolunu izah edir.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VIII_2.3.3
319,8,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,8-2.3.4,Mətni dil-üslub xüsusiyyətlərinə görə təhlil edir.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_VIII_2.3.4
320,8,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,8-2.3.5,Eyni mövzuda olan müxtəlif tipli mətnləri müqayisə edir.,2026-03-17 19:59:43.623487,4,qiymətləndirmə,təhlil etmək,Az_dili_VIII_2.3.5
321,8,Oxu,2.3,Tənqidi təfəkkür və yaradıcı yanaşma: Mətndəki fakt və hadisələrə bağlı şəxsi münasibətini ifadə edir.,8-2.3.6,Mətnin məzmununa və kompozisiyasına yaradıcı məzmunda dəyişikliklər edir.,2026-03-17 19:59:43.623487,4,qiymətləndirmə,yaratmaq,Az_dili_VIII_2.3.6
322,8,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,8-3.1.1,"Mətn yazarkən müxtəlif növ mətnlərə (bədii, informativ, izahedici, arqumentativ və s.) xas olan struktur elementlərini nəzərə alır.",2026-03-17 19:59:43.623487,4,şərh etmə,tətbiq etmək,Az_dili_VIII_3.1.1
323,8,Yazı,3.1,Yazı normaları: Yazısında ədəbi dilin normalarına və mətnin struktur tələblərinə riayət edir.,8-3.1.2,Yazısında ədəbi dilin normalarına riayət edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VIII_3.1.2
324,8,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,8-3.2.1,Dinlədiyi və ya oxuduğu mətnlə bağlı icmal xarakterli yazı tərtib edir.,2026-03-17 19:59:43.623487,4,inteqrasiya,tətbiq etmək,Az_dili_VIII_3.2.1
325,8,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,8-3.2.2,Təsviri və mühakimə xarakterli mətnlərin xüsusiyyətlərini nəzərə almaqla bədii və qeyri-bədii mətnlər yazır.,2026-03-17 19:59:43.623487,4,qiymətləndirmə,yaratmaq,Az_dili_VIII_3.2.2
326,8,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,8-3.2.3,Sadə formalı işgüzar sənədlər tərtib edir.,2026-03-17 19:59:43.623487,3,birbaşa anlama,tətbiq etmək,Az_dili_VIII_3.2.3
327,8,Yazı,3.2,Yazı məqsədləri və tipləri: Məqsədə uyğun olaraq müxtəlif tipli mətnlər yazır.,8-3.2.4,Müxtəlif fənlər üzrə biliklərini araşdırdığı məlumatlarla əlaqələndirərək təqdimat materialı hazırlayır.,2026-03-17 19:59:43.623487,4,inteqrasiya,yaratmaq,Az_dili_VIII_3.2.4
328,9,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,9-4.1.1,Paronimlərin yazılışında orfoqrafik normalara riayət edir.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_IX_4.1.1
329,9,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,9-4.1.2,Dırnaq içində yazılan mürəkkəb adların böyük hərflə yazılışı qaydalarına riayət edir.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_IX_4.1.2
330,9,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,9-4.1.3,"Sözlərdə q, k, ğ, g samitləri olan şəkilçilərin yazılış və tələffüz qaydalarının izah edilməsi.",2026-03-17 19:59:43.623487,4,şərh etmə,anlamaq,Az_dili_IX_4.1.3
331,9,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,9-4.1.4,Abreviaturların və onlara qoşulan şəkilçilərin deyilişi və yazılışı qaydalarına əməl edir.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_IX_4.1.4
332,9,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,9-4.1.5,Söz birləşmələri və tərkibi sözlərdən yaranmış mürəkkəb sözlərin bitişik yazılışı qaydalarına əməl edir.,2026-03-17 19:59:43.623487,4,birbaşa anlama,tətbiq etmək,Az_dili_IX_4.1.5
333,9,Dil qaydaları,4.1,Orfoqrafiya və orfoepiya: Dilin fonetik qanunauyğunluqlarını izah edir və nitqində onlardan istifadə edir.,9-4.1.6,"Sözlərdə isə, ikən hissəciklərinin şəkilçiləşmə prinsiplərinə əməl edir.",2026-03-17 19:59:43.623487,4,şərh etmə,tətbiq etmək,Az_dili_IX_4.1.6
334,9,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,9-4.2.1,Kontekstdən çıxış edərək köməkçi söz və morfemlərin qrammatik omonimliyini izah edir.,2026-03-17 19:59:43.623487,5,şərh etmə,təhlil etmək,Az_dili_IX_4.2.1
336,9,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,9-4.2.3,Cümlə üzvü rolunda çıxış edən mürəkkəb söz birləşmələrini müəyyən edir.,2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_IX_4.2.3
337,9,Dil qaydaları,4.2,Qrammatika: Nitq hissələrinin morfoloji tərkibini və semantik mənasını izah edir.,9-4.2.4,"Həmcins cümlə üzvləri və ümumiləşdirici sözü, cümlə üzvü və onun əlavəsini müəyyən edir.",2026-03-17 19:59:43.623487,4,şərh etmə,təhlil etmək,Az_dili_IX_4.2.4
